idx,raw,simplified
377,'marmoset',marmoset
378,'capuchin',capuchin
379,'howler monkey',howler_monkey
380,'titi',titi
381,'spider monkey',spider_monkey
382,'squirrel monkey',squirrel_monkey
383,'Madagascar cat',madagascar_cat
384,'indri',indri
385,'Indian elephant',indian_elephant
386,'African elephant',african_elephant
387,'lesser panda',lesser_panda
388,'giant panda',giant_panda
389,'barracouta',barracouta
390,'eel',eel
391,'coho',coho
392,'rock beauty',rock_beauty
393,'anemone fish',anemone_fish
394,'sturgeon',sturgeon
395,'gar',gar
396,'lionfish',lionfish
397,'puffer',puffer
398,'abacus',abacus
399,'abaya',abaya
400,'academic gown',academic_gown
401,'accordion',accordion
402,'acoustic guitar',acoustic_guitar
403,'aircraft carrier',aircraft_carrier
404,'airliner',airliner
405,'airship',airship
406,'altar',altar
407,'ambulance',ambulance
408,'amphibian',amphibian
409,'analog clock',analog_clock
410,'apiary',apiary
411,'apron',apron
412,'ashcan',ashcan
413,'assault rifle',assault_rifle
414,'backpack',backpack
415,'bakery',bakery
416,'balance beam',balance_beam
417,'balloon',balloon
418,'ballpoint',ballpoint
419,'Band Aid',band_aid
420,'banjo',banjo
421,'bannister',bannister
422,'barbell',barbell
423,'barber chair',barber_chair
424,'barbershop',barbershop
425,'barn',barn
426,'barometer',barometer
427,'barrel',barrel
428,'barrow',barrow
429,'baseball',baseball
430,'basketball',basketball
431,'bassinet',bassinet
432,'bassoon',bassoon
433,'bathing cap',bathing_cap
434,'bath towel',bath_towel
435,'bathtub',bathtub
436,'beach wagon',beach_wagon
437,'beacon',beacon
438,'beaker',beaker
439,'bearskin',bearskin
440,'beer bottle',beer_bottle
441,'beer glass',beer_glass
442,'bell cote',bell_cote
443,'bib',bib
444,'bicycle-built-for-two',bicyclebuiltfortwo
445,'bikini',bikini
446,'binder',binder
447,'binoculars',binoculars
448,'birdhouse',birdhouse
449,'boathouse',boathouse
450,'bobsled',bobsled
451,'bolo tie',bolo_tie
452,'bonnet',bonnet
453,'bookcase',bookcase
454,'bookshop',bookshop
455,'bottlecap',bottlecap
456,'bow',bow
457,'bow tie',bow_tie
458,'brass',brass
459,'brassiere',brassiere
460,'breakwater',breakwater
461,'breastplate',breastplate
462,'broom',broom
463,'bucket',bucket
464,'buckle',buckle
465,'bulletproof vest',bulletproof_vest
466,'bullet train',bullet_train
467,'butcher shop',butcher_shop
468,'cab',cab
469,'caldron',caldron
470,'candle',candle
471,'cannon',cannon
472,'canoe',canoe
473,'can opener',can_opener
474,'cardigan',cardigan_474
475,'car mirror',car_mirror
476,'carousel',carousel
477,"carpenter's kit",carpenters_kit
478,'carton',carton
479,'car wheel',car_wheel
480,'cash machine',cash_machine
481,'cassette',cassette
482,'cassette player',cassette_player
483,'castle',castle
484,'catamaran',catamaran
485,'CD player',cd_player
486,'cello',cello
487,'cellular telephone',cellular_telephone
488,'chain',chain
489,'chainlink fence',chainlink_fence
490,'chain mail',chain_mail
491,'chain saw',chain_saw
492,'chest',chest
493,'chiffonier',chiffonier
494,'chime',chime
495,'china cabinet',china_cabinet
496,'Christmas stocking',christmas_stocking
497,'church',church
498,'cinema',cinema
499,'cleaver',cleaver
500,'cliff dwelling',cliff_dwelling
501,'cloak',cloak
502,'clog',clog
503,'cocktail shaker',cocktail_shaker
504,'coffee mug',coffee_mug
505,'coffeepot',coffeepot
506,'coil',coil
507,'combination lock',combination_lock
508,'computer keyboard',computer_keyboard
509,'confectionery',confectionery
510,'container ship',container_ship
511,'convertible',convertible
512,'corkscrew',corkscrew
513,'cornet',cornet
514,'cowboy boot',cowboy_boot
515,'cowboy hat',cowboy_hat
516,'cradle',cradle
517,'crane',crane
518,'crash helmet',crash_helmet
519,'crate',crate
520,'crib',crib
521,'Crock Pot',crock_pot
522,'croquet ball',croquet_ball
523,'crutch',crutch
524,'cuirass',cuirass
525,'dam',dam
526,'desk',desk
527,'desktop computer',desktop_computer
528,'dial telephone',dial_telephone
529,'diaper',diaper
530,'digital clock',digital_clock
531,'digital watch',digital_watch
532,'dining table',dining_table
533,'dishrag',dishrag
534,'dishwasher',dishwasher
535,'disk brake',disk_brake
536,'dock',dock
537,'dogsled',dogsled
538,'dome',dome
539,'doormat',doormat
540,'drilling platform',drilling_platform
541,'drum',drum
542,'drumstick',drumstick
543,'dumbbell',dumbbell
544,'Dutch oven',dutch_oven
545,'electric fan',electric_fan
546,'electric guitar',electric_guitar
547,'electric locomotive',electric_locomotive
548,'entertainment center',entertainment_center
549,'envelope',envelope
550,'espresso maker',espresso_maker
551,'face powder',face_powder
552,'feather boa',feather_boa
553,'file',file
554,'fireboat',fireboat
555,'fire engine',fire_engine
556,'fire screen',fire_screen
557,'flagpole',flagpole
558,'flute',flute
559,'folding chair',folding_chair
560,'football helmet',football_helmet
561,'forklift',forklift
562,'fountain',fountain
563,'fountain pen',fountain_pen
564,'four-poster',fourposter
565,'freight car',freight_car
566,'French horn',french_horn
567,'frying pan',frying_pan
568,'fur coat',fur_coat
569,'garbage truck',garbage_truck
570,'gasmask',gasmask
571,'gas pump',gas_pump
572,'goblet',goblet
573,'go-kart',gokart
574,'golf ball',golf_ball
575,'golfcart',golfcart
576,'gondola',gondola
577,'gong',gong
578,'gown',gown
579,'grand piano',grand_piano
580,'greenhouse',greenhouse
581,'grille',grille
582,'grocery store',grocery_store
583,'guillotine',guillotine
584,'hair slide',hair_slide
585,'hair spray',hair_spray
586,'half track',half_track
587,'hammer',hammer
588,'hamper',hamper
589,'hand blower',hand_blower
590,'hand-held computer',handheld_computer
591,'handkerchief',handkerchief
592,'hard disc',hard_disc
593,'harmonica',harmonica
594,'harp',harp
595,'harvester',harvester
596,'hatchet',hatchet
597,'holster',holster
598,'home theater',home_theater
599,'honeycomb',honeycomb
600,'hook',hook
601,'hoopskirt',hoopskirt
602,'horizontal bar',horizontal_bar
603,'horse cart',horse_cart
604,'hourglass',hourglass
605,'iPod',ipod
606,'iron',iron
607,"jack-o'-lantern",jackolantern
608,'jean',jean
609,'jeep',jeep
610,'jersey',jersey
611,'jigsaw puzzle',jigsaw_puzzle
612,'jinrikisha',jinrikisha
613,'joystick',joystick
614,'kimono',kimono
615,'knee pad',knee_pad
616,'knot',knot
617,'lab coat',lab_coat
618,'ladle',ladle
619,'lampshade',lampshade
620,'laptop',laptop
621,'lawn mower',lawn_mower
622,'lens cap',lens_cap
623,'letter opener',letter_opener
624,'library',library
625,'lifeboat',lifeboat
626,'lighter',lighter
627,'limousine',limousine
628,'liner',liner
629,'lipstick',lipstick
630,'Loafer',loafer
631,'lotion',lotion
632,'loudspeaker',loudspeaker
633,'loupe',loupe
634,'lumbermill',lumbermill
635,'magnetic compass',magnetic_compass
636,'mailbag',mailbag
637,'mailbox',mailbox
638,'maillot',maillot
639,'maillot tank suit',maillot_tank_suit
640,'manhole cover',manhole_cover
641,'maraca',maraca
642,'marimba',marimba
643,'mask',mask
644,'matchstick',matchstick
645,'maypole',maypole
646,'maze',maze
647,'measuring cup',measuring_cup
648,'medicine chest',medicine_chest
649,'megalith',megalith
650,'microphone',microphone
651,'microwave',microwave
652,'military uniform',military_uniform
653,'milk can',milk_can
654,'minibus',minibus
655,'miniskirt',miniskirt
656,'minivan',minivan
657,'missile',missile
658,'mitten',mitten
659,'mixing bowl',mixing_bowl
660,'mobile home',mobile_home
661,'Model T',model_t
662,'modem',modem
663,'monastery',monastery
664,'monitor',monitor
665,'moped',moped
666,'mortar',mortar
667,'mortarboard',mortarboard
668,'mosque',mosque
669,'mosquito net',mosquito_net
670,'motor scooter',motor_scooter
671,'mountain bike',mountain_bike
672,'mountain tent',mountain_tent
673,'mouse',mouse
674,'mousetrap',mousetrap
675,'moving van',moving_van
676,'muzzle',muzzle
677,'nail',nail
678,'neck brace',neck_brace
679,'necklace',necklace
680,'nipple',nipple
681,'notebook',notebook
682,'obelisk',obelisk
683,'oboe',oboe
684,'ocarina',ocarina
685,'odometer',odometer
686,'oil filter',oil_filter
687,'organ',organ
688,'oscilloscope',oscilloscope
689,'overskirt',overskirt
690,'oxcart',oxcart
691,'oxygen mask',oxygen_mask
692,'packet',packet
693,'paddle',paddle
694,'paddlewheel',paddlewheel
695,'padlock',padlock
696,'paintbrush',paintbrush
697,'pajama',pajama
698,'palace',palace
699,'panpipe',panpipe
700,'paper towel',paper_towel
701,'parachute',parachute
702,'parallel bars',parallel_bars
703,'park bench',park_bench
704,'parking meter',parking_meter
705,'passenger car',passenger_car
706,'patio',patio
707,'pay-phone',payphone
708,'pedestal',pedestal
709,'pencil box',pencil_box
710,'pencil sharpener',pencil_sharpener
711,'perfume',perfume
712,'Petri dish',petri_dish
713,'photocopier',photocopier
714,'pick',pick
715,'pickelhaube',pickelhaube
716,'picket fence',picket_fence
717,'pickup',pickup
718,'pier',pier
719,'piggy bank',piggy_bank
720,'pill bottle',pill_bottle
721,'pillow',pillow
722,'ping-pong ball',pingpong_ball
723,'pinwheel',pinwheel
724,'pirate',pirate
725,'pitcher',pitcher
726,'plane',plane
727,'planetarium',planetarium
728,'plastic bag',plastic_bag
729,'plate rack',plate_rack
730,'plow',plow
731,'plunger',plunger
732,'Polaroid camera',polaroid_camera
733,'pole',pole
734,'police van',police_van
735,'poncho',poncho
736,'pool table',pool_table
737,'pop bottle',pop_bottle
738,'pot',pot
739,"potter's wheel",potters_wheel
740,'power drill',power_drill
741,'prayer rug',prayer_rug
742,'printer',printer
743,'prison',prison
744,'projectile',projectile
745,'projector',projector
746,'puck',puck
747,'punching bag',punching_bag
748,'purse',purse
749,'quill',quill
750,'quilt',quilt
751,'racer',racer
752,'racket',racket
753,'radiator',radiator
754,'radio',radio
755,'radio telescope',radio_telescope
756,'rain barrel',rain_barrel
757,'recreational vehicle',recreational_vehicle
758,'reel',reel
759,'reflex camera',reflex_camera
760,'refrigerator',refrigerator
761,'remote control',remote_control
762,'restaurant',restaurant
763,'revolver',revolver
764,'rifle',rifle
765,'rocking chair',rocking_chair
766,'rotisserie',rotisserie
767,'rubber eraser',rubber_eraser
768,'rugby ball',rugby_ball
769,'rule',rule
770,'running shoe',running_shoe
771,'safe',safe
772,'safety pin',safety_pin
773,'saltshaker',saltshaker
774,'sandal',sandal
775,'sarong',sarong
776,'sax',sax
777,'scabbard',scabbard
778,'scale',scale
779,'school bus',school_bus
780,'schooner',schooner
781,'scoreboard',scoreboard
782,'screen',screen
783,'screw',screw
784,'screwdriver',screwdriver
785,'seat belt',seat_belt
786,'sewing machine',sewing_machine
787,'shield',shield
788,'shoe shop',shoe_shop
789,'shoji',shoji
790,'shopping basket',shopping_basket
791,'shopping cart',shopping_cart
792,'shovel',shovel
793,'shower cap',shower_cap
794,'shower curtain',shower_curtain
795,'ski',ski
796,'ski mask',ski_mask
797,'sleeping bag',sleeping_bag
798,'slide rule',slide_rule
799,'sliding door',sliding_door
800,'slot',slot
801,'snorkel',snorkel
802,'snowmobile',snowmobile
803,'snowplow',snowplow
804,'soap dispenser',soap_dispenser
805,'soccer ball',soccer_ball
806,'sock',sock
807,'solar dish',solar_dish
808,'sombrero',sombrero
809,'soup bowl',soup_bowl
810,'space bar',space_bar
811,'space heater',space_heater
812,'space shuttle',space_shuttle
813,'spatula',spatula
814,'speedboat',speedboat
815,'spider web',spider_web
816,'spindle',spindle
817,'sports car',sports_car
818,'spotlight',spotlight
819,'stage',stage
820,'steam locomotive',steam_locomotive
821,'steel arch bridge',steel_arch_bridge
822,'steel drum',steel_drum
823,'stethoscope',stethoscope
824,'stole',stole
825,'stone wall',stone_wall
826,'stopwatch',stopwatch
827,'stove',stove
828,'strainer',strainer
829,'streetcar',streetcar
830,'stretcher',stretcher
831,'studio couch',studio_couch
832,'stupa',stupa
833,'submarine',submarine
834,'suit',suit
835,'sundial',sundial
836,'sunglass',sunglass
837,'sunglasses',sunglasses
838,'sunscreen',sunscreen
839,'suspension bridge',suspension_bridge
840,'swab',swab
841,'sweatshirt',sweatshirt
842,'swimming trunks',swimming_trunks
843,'swing',swing
844,'switch',switch
845,'syringe',syringe
846,'table lamp',table_lamp
847,'tank',tank
848,'tape player',tape_player
849,'teapot',teapot
850,'teddy',teddy
851,'television',television
852,'tennis ball',tennis_ball
853,'thatch',thatch
854,'theater curtain',theater_curtain
855,'thimble',thimble
856,'thresher',thresher
857,'throne',throne
858,'tile roof',tile_roof
859,'toaster',toaster
860,'tobacco shop',tobacco_shop
861,'toilet seat',toilet_seat
862,'torch',torch
863,'totem pole',totem_pole
864,'tow truck',tow_truck
865,'toyshop',toyshop
866,'tractor',tractor
867,'trailer truck',trailer_truck
868,'tray',tray
869,'trench coat',trench_coat
870,'tricycle',tricycle
871,'trimaran',trimaran
872,'tripod',tripod
873,'triumphal arch',triumphal_arch
874,'trolleybus',trolleybus
875,'trombone',trombone
876,'tub',tub
877,'turnstile',turnstile
878,'typewriter keyboard',typewriter_keyboard
879,'umbrella',umbrella
880,'unicycle',unicycle
881,'upright',upright
882,'vacuum',vacuum
883,'vase',vase
884,'vault',vault
885,'velvet',velvet
886,'vending machine',vending_machine
887,'vestment',vestment
888,'viaduct',viaduct
889,'violin',violin
890,'volleyball',volleyball
891,'waffle iron',waffle_iron
892,'wall clock',wall_clock
893,'wallet',wallet
894,'wardrobe',wardrobe
895,'warplane',warplane
896,'washbasin',washbasin
897,'washer',washer
898,'water bottle',water_bottle
899,'water jug',water_jug
900,'water tower',water_tower
901,'whiskey jug',whiskey_jug
902,'whistle',whistle
903,'wig',wig
904,'window screen',window_screen
905,'window shade',window_shade
906,'Windsor tie',windsor_tie
907,'wine bottle',wine_bottle
908,'wing',wing
909,'wok',wok
910,'wooden spoon',wooden_spoon
911,'wool',wool
912,'worm fence',worm_fence
913,'wreck',wreck
914,'yawl',yawl
915,'yurt',yurt
916,'web site',web_site
917,'comic book',comic_book
918,'crossword puzzle',crossword_puzzle
919,'street sign',street_sign
920,'traffic light',traffic_light
921,'book jacket',book_jacket
922,'menu',menu
923,'plate',plate
924,'guacamole',guacamole
925,'consomme',consomme
926,'hot pot',hot_pot
927,'trifle',trifle
928,'ice cream',ice_cream
929,'ice lolly',ice_lolly
930,'French loaf',french_loaf
931,'bagel',bagel
932,'pretzel',pretzel
933,'cheeseburger',cheeseburger
934,'hotdog',hotdog
935,'mashed potato',mashed_potato
936,'head cabbage',head_cabbage
937,'broccoli',broccoli
938,'cauliflower',cauliflower
939,'zucchini',zucchini
940,'spaghetti squash',spaghetti_squash
941,'acorn squash',acorn_squash
942,'butternut squash',butternut_squash
943,'cucumber',cucumber
944,'artichoke',artichoke
945,'bell pepper',bell_pepper
946,'cardoon',cardoon
947,'mushroom',mushroom
948,'Granny Smith',granny_smith
949,'strawberry',strawberry
950,'orange',orange
951,'lemon',lemon
952,'fig',fig
953,'pineapple',pineapple
954,'banana',banana
955,'jackfruit',jackfruit
956,'custard apple',custard_apple
957,'pomegranate',pomegranate
958,'hay',hay
959,'carbonara',carbonara
960,'chocolate sauce',chocolate_sauce
961,'dough',dough
962,'meat loaf',meat_loaf
963,'pizza',pizza
964,'potpie',potpie
965,'burrito',burrito
966,'red wine',red_wine
967,'espresso',espresso
968,'cup',cup
969,'eggnog',eggnog
970,'alp',alp
971,'bubble',bubble
972,'cliff',cliff
973,'coral reef',coral_reef
974,'geyser',geyser
975,'lakeside',lakeside
976,'promontory',promontory
977,'sandbar',sandbar
978,'seashore',seashore
979,'valley',valley
980,'volcano',volcano
981,'ballplayer',ballplayer
982,'groom',groom
983,'scuba diver',scuba_diver
984,'rapeseed',rapeseed
985,'daisy',daisy
986,"yellow lady's slipper",yellow_ladys_slipper
987,'corn',corn
988,'acorn',acorn
989,'hip',hip
990,'buckeye',buckeye
991,'coral fungus',coral_fungus
992,'agaric',agaric
993,'gyromitra',gyromitra
994,'stinkhorn',stinkhorn
995,'earthstar',earthstar
996,'hen-of-the-woods',henofthewoods
997,'bolete',bolete
998,'ear',ear
999,'toilet tissue',toilet_tissue
